1948	14361	17	68
1948	14429	39	156
28198	27625	27	108
28198	28113	68	68
28198	8143	15	60
28198	19335	24	24
28193	27602	20	80
28193	28132	140	140
28193	28341	68	68
1876	16962	75	300
1876	20124	5	10
1876	23116	38	152
25832	25872	6	24
1954	9845	7	7
1954	16893	20	80
1954	23667	137	548
2032	3440	179	358
2032	3539	35	35
2032	9841	14	14
2031	2201	69	69
2031	23501	50	200
2031	28165	85	340
2006	24033	6	24
2006	24157	91	364
2039	4213	16	64
2039	9874	28	28
2039	24361	48	96
1989	4237	47	188
1989	25876	66	66
1989	21506	145	580
1853	2146	40	160
1853	9731	54	216
1853	27685	7	28
1	2028	97	388
1	9731	71	284
1	28606	13	52
2028	1	97	388
2028	9368	14	56
2028	13587	173	692
1854	147	120	480
1854	13587	68	272
1854	1311	9	36
2038	15732	16	64
2038	26682	13	52
2038	26720	52	208
1987	3397	70	140
1987	11820	15	30
1987	23120	13	13
2010	27788	66	264
2010	3521	20	20
2010	19129	12	48
2043	1987	91	91
2043	27802	25	100
2013	4136	67	67
2013	9892	123	492
1901	28590	86	344
1901	15314	42	168
1901	28670	6	24
1978	1618	84	336
1978	24060	6	24
1993	3848	60	240
1993	26730	4	4
26721	23610	41	41
26721	26695	37	37
26686	26684	39	39
1855	4066	50	200
1855	23792	16	16
1951	23622	32	128
1856	18953	8	32
1857	3677	102	408
1857	23925	8	32
55	1982	100	100
55	2712	242	968
55	3225	32	128
1982	28393	28	28
28649	2320	178	178
28649	4062	352	1408
28649	8543	22	22
28649	28659	25	100
2007	27937	35	140
2007	26670	8	32
2007	24421	288	1152
2001	2007	243	972
2001	28635	33	132
2001	26709	9	9
1979	2309	86	86
1979	28569	94	94
1979	28691	22	22
26003	186	86	344
26003	8385	14	56
28633	28666	72	288
28633	3789	217	868
28633	8362	54	216
27494	5915	12	48
2027	2810	65	260
2027	7858	33	132
2027	7882	61	244
1996	5863	116	464
1996	5859	61	122
1996	23197	176	352
1996	23208	110	440
1996	23297	129	516
1973	5843	31	124
1973	1486	16	64
1955	8794	12	24
1956	8038	98	196
1956	451	13	13
1956	1495	6	6
1977	27773	41	164
1977	28046	30	30
27983	27931	66	132
27983	3990	60	60
27983	4025	67	268
27983	4025	57	228
2036	2016	39	156
2036	28048	96	384
27836	2036	33	132
27836	26461	100	400
2037	27836	39	156
2037	26353	98	392
27892	2683	33	132
1991	27892	34	136
1991	29066	100	100
2040	1991	37	148
2040	2229	104	416
2000	2040	30	120
2000	2237	101	404
2029	28512	97	388
2029	5808	10	40
2016	1983	31	124
2016	29067	98	392
1983	2029	33	132
1983	28701	99	396
2005	2894	25	100
2005	2904	39	156
2005	26333	131	524
26497	26540	155	155
26497	26510	21	21
26545	2903	168	672
26545	26550	301	301
26545	26508	144	144
26545	5401	62	248
26545	16547	177	708
2009	5824	12	24
2009	26930	23	92
1902	5814	11	44
1902	13770	73	292
2002	4131	99	396
2002	5823	12	24
2002	15317	23	46
1995	2511	159	318
1995	12962	145	580
2017	1985	124	248
2017	2501	45	180
2017	2505	170	340
56	10	81	324
56	28043	18	72
56	21477	17	68
56	24353	83	83
1985	2017	124	248
1985	12835	64	256
1858	859	16	64
1858	1401	158	632
1858	24250	164	656
2045	12024	16	64
2045	18595	157	157
2030	13685	193	772
2030	28592	28	112
1992	28592	281	1124
1992	21774	35	140
2015	7741	183	732
2015	21808	143	572
1981	1903	145	145
1981	2244	62	124
1981	2515	125	500
2026	2379	112	112
2026	2340	76	304
2026	14477	8	32
1997	2625	141	282
1997	14003	57	228
1952	2012	225	225
1952	14501	11	44
1952	24187	40	160
2023	6349	36	144
2023	1493	190	190
1988	1859	107	428
1988	2474	62	248
1988	15418	23	23
1988	23159	13	52
1988	24342	150	300
1988	24564	23	92
1859	1988	107	428
1859	17355	114	456
1859	20172	7	14
2012	2266	74	148
2012	2450	72	72
2012	14471	9	36
2012	17351	27	27
99	27602	86	86
99	2450	71	71
27602	28193	20	80
27602	99	86	86
27602	2322	57	57
2003	2004	29	116
2003	2634	184	184
2	2562	73	146
2	13411	199	398
2	13819	75	150
2004	2003	29	116
2004	27504	110	110
2004	2617	91	182
27834	28901	161	644
27834	28902	163	163
27834	8585	28	112
27834	27816	14	56
27834	27816	14	14
1879	4134	172	688
1879	4097	73	292
2020	27809	206	206
2020	27954	314	1256
2035	9914	3	3
2035	19047	7	28
1860	2044	128	512
2044	1861	143	572
2044	2022	77	77
2044	26151	9	36
1861	1862	106	424
1862	1865	65	260
1862	11683	7	28
1862	1577	123	492
1953	9848	4	4
1953	24005	17	68
1863	11684	62	248
1864	1866	103	412
1864	13924	75	300
1882	2034	55	220
2034	1958	131	524
2034	25801	9	18
1958	1950	82	328
1958	1945	86	344
1950	1946	84	336
1950	19122	33	132
93	2035	88	88
1865	1862	65	260
1865	1953	17	68
2022	2034	90	90
2022	2033	57	228
2022	1945	128	512
1866	1861	71	284
1866	1947	57	228
2033	1882	92	368
2033	1866	84	336
1945	1860	80	320
1945	1946	79	316
1946	2165	82	328
1947	1863	68	272
1947	1865	52	208
1994	28441	98	392
1994	3277	133	266
1994	21901	131	262
1975	1939	216	864
1975	28419	44	176
1975	3195	32	128
2008	1961	120	240
2008	3304	72	288
2008	3303	145	580
2008	28414	199	398
1961	2008	120	240
1961	1962	116	232
1961	2089	110	440
1961	2971	170	680
1962	1961	116	232
1962	21368	37	74
1962	28584	104	208
1962	22996	11	22
1960	1897	55	110
1960	1959	35	140
1959	1898	54	216
1959	1957	28	112
1957	1939	54	216
1957	2025	31	124
2025	1875	54	216
2025	66	23	92
66	2014	33	132
66	2089	55	220
2014	1874	55	110
2014	2114	46	184
2113	1914	56	224
2113	28417	39	156
28417	2053	28	112
28417	24346	59	236
2053	2054	38	152
2054	1899	56	224
2054	1960	40	160
2089	1961	110	440
2089	66	55	220
2089	3153	29	58
2114	1920	56	224
2114	2113	41	164
2123	3021	53	106
1963	7598	13	26
1963	10771	120	480
2041	2050	20	80
2041	28285	19	76
2050	1848	16	64
2050	28275	16	64
2140	2318	39	156
2140	19658	33	132
28273	2507	105	105
28273	28488	89	178
28273	28285	96	96
2011	3022	87	174
2011	13276	38	76
2011	13261	21	84
1984	11424	45	90
1984	13276	327	654
2110	183	86	344
2110	2403	27	27
183	2107	10	40
2107	2110	117	468
2107	10909	28	112
2082	2334	114	456
2082	8666	67	268
2082	29061	55	55
2082	22645	67	268
27648	2136	155	620
27648	3295	352	704
27648	27647	99	396
27648	3805	220	440
2136	27648	155	620
2136	3833	61	122
2136	5466	149	596
2136	6225	163	326
2135	3487	98	392
2135	23926	35	140
2119	25862	64	256
2119	11534	98	392
2057	2969	70	280
2057	110	6	24
2057	3880	113	452
2048	3568	57	228
2048	3486	94	376
2048	3918	56	224
2048	3917	41	164
2105	6609	64	256
2105	6645	34	136
2072	2122	35	140
2072	2117	56	224
2072	3838	123	492
2129	3641	85	85
2129	3834	16	16
2129	3798	100	400
2124	2532	54	216
2124	28852	14	14
2124	12961	70	70
1998	2072	46	184
1998	2144	17	68
1998	3851	76	304
2144	1998	17	68
2144	28450	18	72
2144	3692	117	117
28450	2144	18	72
28450	25996	88	352
2122	2072	35	140
2122	28450	46	184
2122	3832	147	588
90	27994	47	188
90	25580	21	84
2099	5811	26	104
2099	9275	92	368
2099	9291	63	252
2099	1215	44	176
2081	2122	56	224
2081	2117	37	148
2117	2081	37	148
2117	2085	115	460
2085	1836	89	356
2085	8886	92	368
2085	15591	131	524
2112	3832	16	64
2112	3794	61	244
2052	2671	122	488
2052	3780	20	80
2132	3844	15	60
2132	19039	38	152
2131	3694	97	388
2131	3666	57	228
2131	15513	83	83
2131	23704	50	200
2131	23761	18	18
2130	3748	117	468
2130	3695	112	112
2130	160	11	11
2074	3719	78	312
2074	3731	34	34
2074	3707	31	31
2079	18952	127	508
2079	24034	6	24
2091	5858	29	116
2091	25782	17	68
2091	25954	16	16
2134	11280	6	12
2134	28196	218	872
2086	26989	45	180
2086	362	18	72
2086	27070	6	12
1964	13266	142	568
28211	5847	8	32
28211	12549	41	164
28211	28289	76	304
51	2145	178	712
51	12634	25	100
51	28245	10	10
2084	3135	159	318
2084	3152	11	44
2084	8796	217	217
2104	5912	53	212
2104	5947	110	440
2097	5933	58	58
2097	21503	79	79
25898	1933	56	224
25898	27553	129	129
25898	5933	83	83
2111	2076	171	684
2111	28335	81	81
2111	8692	137	548
2076	2111	171	684
2076	8701	146	292
2076	22916	68	272
2049	25633	48	192
2049	8676	237	948
2049	13331	67	268
2049	17559	103	412
2103	3316	85	85
2103	3278	52	208
2051	9746	23	46
2051	12862	141	282
1990	9702	58	116
1990	12362	68	136
2137	6432	36	36
2078	20250	7	7
2078	20254	24	48
2094	19458	6	6
2077	2091	188	752
2077	5825	12	24
1965	2077	214	856
1965	14069	8	32
2102	5850	17	68
2102	25785	298	1192
2102	25764	10	40
27058	26968	21	84
27058	12443	73	292
2145	5842	12	48
2145	28039	290	1160
2145	28346	8	16
27002	26043	19	76
27002	22360	186	744
27002	27598	436	436
25984	26048	113	113
25984	28932	13	13
2080	5910	15	60
2080	27595	213	852
2080	28274	6	24
2139	9065	17	34
2139	28213	263	1052
2139	28291	4	8
28276	28292	19	76
28276	9089	14	56
1966	5173	88	352
1966	28282	61	244
27888	28294	128	512
27888	13878	59	236
27888	16546	101	404
27888	19026	235	940
1974	9063	20	80
1974	9142	91	182
1974	16545	162	648
2108	5522	24	96
2108	16509	123	246
2108	16647	220	880
26506	26476	32	32
26506	16561	194	776
26472	26537	53	53
26472	25951	42	168
26537	5535	46	46
26537	27284	31	31
1967	13397	168	672
1967	15805	115	460
1967	1295	235	940
101	2492	73	146
101	13241	100	400
101	13349	94	376
2127	2549	171	684
2127	2531	180	360
2127	26090	63	252
2055	15805	10	40
2055	25621	32	128
2055	28064	28	112
92	27260	17	68
92	15406	9	9
2071	27879	27	108
2071	26878	39	39
2071	4829	34	136
2133	3000	156	156
2133	12366	241	964
2133	12366	253	253
2133	13431	23	92
2133	20143	17	17
2090	809	66	264
2090	12325	61	244
2090	13434	50	200
2090	18980	59	236
2075	4910	52	208
2075	268	86	86
2075	5113	25	50
2075	14519	18	36
1968	212	45	180
1968	4967	44	88
2083	3390	104	104
2083	5043	70	70
27917	248	36	36
27917	27903	12	12
27917	28086	26	26
2141	26994	113	113
27902	2141	281	281
27902	27899	178	178
27902	853	432	1728
27899	27902	178	178
27899	27890	146	146
27899	18781	132	528
27079	12216	9	9
27079	28311	25	25
27079	1023	29	29
2092	27062	59	59
2092	15541	155	310
2100	6412	12	48
2100	25970	152	608
2087	1703	110	440
2087	25671	45	180
2121	9696	15	60
2121	12028	95	380
2121	12017	79	158
2096	28320	126	504
2096	9719	79	316
2096	15699	169	676
2096	15751	91	364
2096	17507	53	212
96	9719	42	168
96	17507	105	210
96	17959	37	37
96	28395	193	193
96	28395	181	724
2058	18265	39	78
2058	18572	65	260
2058	21827	33	132
2058	23517	66	132
2056	7074	126	504
2056	7790	285	1140
2056	21827	11	44
2101	2227	113	452
2101	7961	60	240
2101	15405	9	36
1969	15429	17	68
1969	18066	30	120
1969	18066	30	120
2109	7790	221	884
2109	27726	98	196
2109	9679	108	216
2109	9553	44	176
1970	9554	75	300
1971	7872	33	132
1972	7795	121	484
1972	15369	270	1080
1972	15443	277	1108
1972	16986	19	76
2046	7794	55	55
2046	7795	22	88
2120	2126	4	4
2120	9354	265	1060
2120	21904	104	416
2126	2120	4	16
2126	5931	83	83
2126	5914	88	88
2126	24567	36	144
2106	3116	72	72
2106	5965	34	136
2106	5898	50	100
2088	3319	69	276
2088	23157	5	10
2088	24984	73	146
2088	25098	261	1044
2070	3239	55	55
2070	3236	87	348
2070	24987	15	60
2073	21606	11	44
2069	24989	83	332
45	3289	69	276
45	3492	53	212
45	23229	7	7
28105	3350	51	51
28105	3340	28	28
28105	24058	64	256
28706	28730	67	67
28706	3168	41	164
28730	3192	40	160
28730	3269	85	340
28730	27493	83	83
2125	25768	194	194
2125	3411	114	114
2125	25745	149	596
2093	3398	34	136
2093	138	49	196
2093	23224	8	32
2142	3397	114	456
2142	3465	58	116
2142	23182	5	10
27700	26603	84	84
27700	4273	208	416
27700	27689	225	225
27700	27713	8	8
2143	3529	49	196
2143	10463	155	620
2143	29077	4	16
2047	3490	71	284
2179	2059	157	628
2179	3514	9	36
2179	23147	13	52
2059	2060	81	324
2059	18	29	116
2060	3502	73	292
2060	3480	142	284
2203	23264	4	16
2203	1722	46	184
28015	3624	40	160
28015	27815	102	102
2246	3739	57	228
2246	25828	141	141
2190	2695	167	334
2190	3739	40	40
2190	25754	77	308
77	3741	39	156
77	3697	34	34
77	3705	177	354
2061	2095	70	280
2061	27918	180	360
2061	8571	77	154
2095	3489	76	152
2095	27966	188	376
2095	8770	93	372
2118	3483	64	256
2118	3634	86	344
2118	23172	10	20
2098	3618	101	404
2175	3633	178	356
2175	3620	61	122
25884	3608	115	230
25884	3801	64	128
2218	25884	244	488
2218	25748	112	112
2231	2218	126	252
2231	28739	127	127
2231	3619	122	122
2183	3623	86	172
2183	25916	131	524
2196	7582	113	226
2196	7582	121	484
2196	7937	14	56
2196	7841	11	44
2180	6228	63	126
2180	7558	53	212
2180	7579	38	152
2235	7063	178	712
2235	7019	80	320
2235	13264	16	64
2235	13382	14	56
2223	2780	61	244
2223	7165	134	268
2223	7078	99	396
2223	7063	106	424
2223	7060	65	260
2186	2839	16	64
2186	8788	90	180
2186	8671	133	532
26760	2184	276	276
26760	6068	56	56
26760	8654	96	384
2230	5795	100	400
2230	9465	194	194
58	28612	222	222
58	22964	27	27
2204	14919	21	21
2204	24268	29	116
2153	5864	86	344
2153	5864	95	380
2153	23214	73	292
2207	2836	21	84
2207	5821	157	628
2207	7971	121	242
2207	9634	77	154
2207	22839	16	32
2232	3626	89	178
2232	5233	177	354
2220	2242	39	156
2220	4030	51	204
2220	3996	57	228
2220	28545	65	65
2241	3981	16	64
2241	8496	37	148
2241	16619	14	56
2242	2241	36	144
2242	8466	40	160
2199	2242	36	144
2199	1097	23	92
2062	16514	29	116
2062	1097	164	656
